"text,label"
"Alabama,LOCATION_STATE"
"Alaska,LOCATION_STATE"
"Arizona,LOCATION_STATE"
"Arkansas,LOCATION_STATE"
"California,LOCATION_STATE"
"Colorado,LOCATION_STATE"
"Connecticut,LOCATION_STATE"
"Delaware,LOCATION_STATE"
"Florida,LOCATION_STATE"
"Georgia,LOCATION_STATE"
"Hawaii,LOCATION_STATE"
"Idaho,LOCATION_STATE"
"Illinois,LOCATION_STATE"
"Indiana,LOCATION_STATE"
"Iowa,LOCATION_STATE"
"Kansas,LOCATION_STATE"
"Kentucky,LOCATION_STATE"
"Louisiana,LOCATION_STATE"
"Maine,LOCATION_STATE"
"Maryland,LOCATION_STATE"
"Massachusetts,LOCATION_STATE"
"Michigan,LOCATION_STATE"
"Minnesota,LOCATION_STATE"
"Mississippi,LOCATION_STATE"
"Missouri,LOCATION_STATE"
"Montana,LOCATION_STATE"
"Nebraska,LOCATION_STATE"
"Nevada,LOCATION_STATE"
"New Hampshire,LOCATION_STATE"
"New Jersey,LOCATION_STATE"
"New Mexico,LOCATION_STATE"
"New York,LOCATION_STATE"
"North Carolina,LOCATION_STATE"
"North Dakota,LOCATION_STATE"
"Ohio,LOCATION_STATE"
"Oklahoma,LOCATION_STATE"
"Oregon,LOCATION_STATE"
"Pennsylvania,LOCATION_STATE"
"Rhode Island,LOCATION_STATE"
"South Carolina,LOCATION_STATE"
"South Dakota,LOCATION_STATE"
"Tennessee,LOCATION_STATE"
"Texas,LOCATION_STATE"
"Utah,LOCATION_STATE"
"Vermont,LOCATION_STATE"
"Virginia,LOCATION_STATE"
"Washington,LOCATION_STATE"
"West Virginia,LOCATION_STATE"
"Wisconsin,LOCATION_STATE"
"Wyoming,LOCATION_STATE"
"ClubforGrowth.net,ORGANIZATION_AGENCY"
"Coalition for a Democratic Workplace,ORGANIZATION_AGENCY"
"Coalition for the Future American Worker,ORGANIZATION_AGENCY"
"Coleman for US Senate,ORGANIZATION_AGENCY"
"Coloradans for David Skaggs,ORGANIZATION_AGENCY"
"Coloradans for Plain Talk,ORGANIZATION_AGENCY"
"Colorado Democratic Party,ORGANIZATION_AGENCY"
"Colorado Families First,ORGANIZATION_AGENCY"
"Colorado Republican Campaign Committee,ORGANIZATION_AGENCY"
"Colorado Republican Committee,ORGANIZATION_AGENCY"
"Colorado Republican Federal Campaign Committee,ORGANIZATION_AGENCY"
"Committee For Justice,ORGANIZATION_AGENCY"
"Committee for Political Awareness,ORGANIZATION_AGENCY"
"Committee For Quality of Life,ORGANIZATION_AGENCY"
"Committee to elect a Fair and Impartial Supreme Court,ORGANIZATION_AGENCY"
"Committee to elect Charlie Summers,ORGANIZATION_AGENCY"
"Committee to Elect John Stone for Congress,ORGANIZATION_AGENCY"
"Committee to Elect Jonathan George to Congress,ORGANIZATION_AGENCY"
"Committee to Elect the 7 Sitting Judges,ORGANIZATION_AGENCY"
"Competition Ohio,ORGANIZATION_AGENCY"
"Considine,ORGANIZATION_AGENCY"
"Countdown to Majority PAC,ORGANIZATION_AGENCY"
"Crossroads Grassroots Policy Strategies,ORGANIZATION_AGENCY"
"Curt Clawson-The Outsider for Congress Committee,ORGANIZATION_AGENCY"
"CWA,ORGANIZATION_AGENCY"
"Dan Bongino for US Senate,ORGANIZATION_AGENCY"
"Daschle Democrats,ORGANIZATION_AGENCY"
"David For Georgia,ORGANIZATION_AGENCY"
"David Jolly Republican for Congress,ORGANIZATION_AGENCY"
"David Lewis for Congress,ORGANIZATION_AGENCY"
"David McIntosh for Indiana,ORGANIZATION_AGENCY"
"David Perdue for US Senate,ORGANIZATION_AGENCY"
"Dean Young for Congress Committee,ORGANIZATION_AGENCY"
"Declaration Alliance,ORGANIZATION_AGENCY"
"Defenders of Wildlife Action Fund,ORGANIZATION_AGENCY"
"Delaware Democratic State Committee,ORGANIZATION_AGENCY"
"Delvis Dutton for Congress,ORGANIZATION_AGENCY"
"Democracy for America,ORGANIZATION_AGENCY"
"Democratic Congressional Campaign Committee,ORGANIZATION_AGENCY"
"Democratic Congressional Victory Fund,ORGANIZATION_AGENCY"
"Democratic Farmers Labor Party,ORGANIZATION_AGENCY"
"Democratic National Committee,ORGANIZATION_AGENCY"
"Democratic National Congressional Committee,ORGANIZATION_AGENCY"
"Democratic Party of Arkansas,ORGANIZATION_AGENCY"
"Democratic Party of Georgia,ORGANIZATION_AGENCY"
"Democratic Party of Illinois,ORGANIZATION_AGENCY"
"Democratic Party of Indiana,ORGANIZATION_AGENCY"
"Democratic Party of New Mexico,ORGANIZATION_AGENCY"
"Democratic Party of Oregon,ORGANIZATION_AGENCY"
"Democratic Party of South Carolina,ORGANIZATION_AGENCY"
"Democratic Party of Tennessee,ORGANIZATION_AGENCY"
"Democratic Party of Virginia,ORGANIZATION_AGENCY"
"Democratic Party of Wisconsin,ORGANIZATION_AGENCY"
"Democratic Senate Campaign Committee,ORGANIZATION_AGENCY"
"Democratic Senatorial Campaign Committee,ORGANIZATION_AGENCY"
"Democratic Social Campaign Committee,ORGANIZATION_AGENCY"
"Dick McDonald,ORGANIZATION_AGENCY"
"Donald A. Manzullo for Congress,ORGANIZATION_AGENCY"
"Donnelly for Indiana,ORGANIZATION_AGENCY"
"Dr. F. Christopher Arterton,ORGANIZATION_AGENCY"
"Dr. John McGoff for Congress,ORGANIZATION_AGENCY"
"Dr. Rad for U.S. Senate Committee,ORGANIZATION_AGENCY"
"DSCC / Democratic Senatorial Campaign Committee,ORGANIZATION_AGENCY"
"Duckworth for Congress,ORGANIZATION_AGENCY"
"East Texas Citizens for Good Government,ORGANIZATION_AGENCY"
"Edgington for Congress,ORGANIZATION_AGENCY"
"Elect Esrati,ORGANIZATION_AGENCY"
"Emily's List-Michigan Women Vote,ORGANIZATION_AGENCY"
"Eugene Yu for US Congress,ORGANIZATION_AGENCY"
"Every Child Matters,ORGANIZATION_AGENCY"
"Exon,ORGANIZATION_AGENCY"
"Family Research Council PAC,ORGANIZATION_AGENCY"
"Felicia Harris for US Congress Committee,ORGANIZATION_AGENCY"
"Fight Back South Dakota,ORGANIZATION_AGENCY"
"First American Education Project,ORGANIZATION_AGENCY"
"Fletcher & Rowley Consulting Inc,ORGANIZATION_AGENCY"
"Florida,ORGANIZATION_AGENCY"
"Florida Democratic Party,ORGANIZATION_AGENCY"
"Florida Realtors Association,ORGANIZATION_AGENCY"
"Floridians For Justice,ORGANIZATION_AGENCY"
"""For America, Inc."",ORGANIZATION_AGENCY"
"Foundation For Patients Rights,ORGANIZATION_AGENCY"
"Foundation For Responsible Government,ORGANIZATION_AGENCY"
"Fred Smith for Congress,ORGANIZATION_AGENCY"
"Free Enterprise Fund Committee,ORGANIZATION_AGENCY"
"Freedom's Watch,ORGANIZATION_AGENCY"
"Freedomworks for America,ORGANIZATION_AGENCY"
"Friends of Carl Domino,ORGANIZATION_AGENCY"
"Friends of David Baria,ORGANIZATION_AGENCY"
"Friends of Dick Lugar,ORGANIZATION_AGENCY"
"Friends of Jack Kingston,ORGANIZATION_AGENCY"
"Friends of Jeff Sessions,ORGANIZATION_AGENCY"
"Friends of Jim Bridenstine INC,ORGANIZATION_AGENCY"
"Friends of John Delaney,ORGANIZATION_AGENCY"
"Friends of Liberty for Jessica,ORGANIZATION_AGENCY"
"Friends of Matt Temperley for Congress,ORGANIZATION_AGENCY"
"Friends of Rowland,ORGANIZATION_AGENCY"
"Friends of Senator D'Amato,ORGANIZATION_AGENCY"
"""Friends of Stephen Simpson, Inc."",ORGANIZATION_AGENCY"
"Friends of Steven Welch,ORGANIZATION_AGENCY"
"Friends of Tom Welch,ORGANIZATION_AGENCY"
"Fund for a Conservative Majority,ORGANIZATION_AGENCY"
"Garagiola for Congress,ORGANIZATION_AGENCY"
"Gary Gerrard for Congress,ORGANIZATION_AGENCY"
"George Allen for Senate,ORGANIZATION_AGENCY"
"George Faught for Congress,ORGANIZATION_AGENCY"
"George Holding for Congress,ORGANIZATION_AGENCY"
"Georgia Democratic Party,ORGANIZATION_AGENCY"
"Georgia Republican Party,ORGANIZATION_AGENCY"
"Gingrey for US Senate,ORGANIZATION_AGENCY"
"Gounares for Congress Committee,ORGANIZATION_AGENCY"
"Graham Veysey for Congress,ORGANIZATION_AGENCY"
"Gwen  and  Lewis,ORGANIZATION_AGENCY"
"""Handel for Senate, Inc."",ORGANIZATION_AGENCY"
"Handgun control,ORGANIZATION_AGENCY"
"Harriman for Congress,ORGANIZATION_AGENCY"
"Health Benefits Coalition,ORGANIZATION_AGENCY"
"Healthcare for America Now,ORGANIZATION_AGENCY"
"Healthcare Workers of SEIU,ORGANIZATION_AGENCY"
"Heidel for Congress,ORGANIZATION_AGENCY"
"Heller for Senate,ORGANIZATION_AGENCY"
"Henry Ross Republican for Congress ,ORGANIZATION_AGENCY"
"Herb Kohl for U.S. Senate Campaign,ORGANIZATION_AGENCY"
"Herron for Congress,ORGANIZATION_AGENCY"
"Hice US Congress,ORGANIZATION_AGENCY"
"Hoekstra for Senate,ORGANIZATION_AGENCY"
"Hoosiers for Richard Mourdock,ORGANIZATION_AGENCY"
"House Democratic Caucus Fund,ORGANIZATION_AGENCY"
"House Majority PAC,ORGANIZATION_AGENCY"
"Humane USA,ORGANIZATION_AGENCY"
"Humane USA Political Action Comm,ORGANIZATION_AGENCY"
"Idaho Citizens Network,ORGANIZATION_AGENCY"
"Idaho Democratic Party,ORGANIZATION_AGENCY"
"Illinois Democratic Party,ORGANIZATION_AGENCY"
"Illinois Peace Action,ORGANIZATION_AGENCY"
"Illinois Republican Party,ORGANIZATION_AGENCY"
"Illinois Women Vote!/EMILY's List,ORGANIZATION_AGENCY"
"Independent Citizens Committee,ORGANIZATION_AGENCY"
"Indiana Democratic Party,ORGANIZATION_AGENCY"
"Indiana Republican State Central Committee,ORGANIZATION_AGENCY"
"Iowa Democratic Party,ORGANIZATION_AGENCY"
"It's Time for a Change PAC,ORGANIZATION_AGENCY"
"Jack Lugar for Congress,ORGANIZATION_AGENCY"
"Jacobsen for Congress,ORGANIZATION_AGENCY"
"James Farwell,ORGANIZATION_AGENCY"
"James M Dwinell,ORGANIZATION_AGENCY"
"Jamie Blaine for Congress,ORGANIZATION_AGENCY"
"Jason Moon,ORGANIZATION_AGENCY"
"Jeff Flake for US Senate,ORGANIZATION_AGENCY"
"Jeff Sessions for Senate,ORGANIZATION_AGENCY"
"Jeff Sessions for U.S. Senate,ORGANIZATION_AGENCY"
"Jim Abbott for Congress,ORGANIZATION_AGENCY"
"Jim Hickey for America,ORGANIZATION_AGENCY"
"Jim Jordan for Congress,ORGANIZATION_AGENCY"
"Jim Renacci,ORGANIZATION_AGENCY"
"Jimmie Moore for Congress,ORGANIZATION_AGENCY"
"Joaquin Castro Democrat for Congress,ORGANIZATION_AGENCY"
"Joe for America,ORGANIZATION_AGENCY"
"Joe for Congress 2012,ORGANIZATION_AGENCY"
"Joe Slade White,ORGANIZATION_AGENCY"
"Joe Slade White and Company,ORGANIZATION_AGENCY"
"Joe Vaughn for Congress,ORGANIZATION_AGENCY"
"John McCallum for Congress,ORGANIZATION_AGENCY"
"John Stone for Congress,ORGANIZATION_AGENCY"
"John Tierney for Congress,ORGANIZATION_AGENCY"
"John Whitley for Congress,ORGANIZATION_AGENCY"
"JohnTree.com,ORGANIZATION_AGENCY"
"Jon Bruning for US Senate,ORGANIZATION_AGENCY"
"Josh Caesar for US Congress,ORGANIZATION_AGENCY"
"""Jude Lenahan for Judge, Joe P. Binkley, Sr. for Treasurer"",ORGANIZATION_AGENCY"
"Justin Hewlett for Congress,ORGANIZATION_AGENCY"
"Kansas City Peaceworks,ORGANIZATION_AGENCY"
"Kansas Democratic State Committee,ORGANIZATION_AGENCY"
"Karim Olaechea,ORGANIZATION_AGENCY"
"Ken Aden for Congress Campaign,ORGANIZATION_AGENCY"
"Ken Fortenberry for Congress,ORGANIZATION_AGENCY"
"Kentuckians for Employee Freedom,ORGANIZATION_AGENCY"
"Kentucky Democratic Party,ORGANIZATION_AGENCY"
"Kerry Bentivolio for US Congress,ORGANIZATION_AGENCY"
"Kilroy for Congress,ORGANIZATION_AGENCY"
"Kinzinger for Congress,ORGANIZATION_AGENCY"
"Konst for Congress,ORGANIZATION_AGENCY"
"La Rocco,ORGANIZATION_AGENCY"
"Law Enforcement Alliance of America,ORGANIZATION_AGENCY"
"League of Conservation Voters Action Fund,ORGANIZATION_AGENCY"
"League of Conservative Voters,ORGANIZATION_AGENCY"
"Levine for Mayor,ORGANIZATION_AGENCY"
"Liberal Party of New York State,ORGANIZATION_AGENCY"
"Lingle for Senate,ORGANIZATION_AGENCY"
"Louisiana Democratic Party,ORGANIZATION_AGENCY"
"Louisiana Republican Party,ORGANIZATION_AGENCY"
"Maine,ORGANIZATION_AGENCY"
"Maine Democratic Party,ORGANIZATION_AGENCY"
"Maine Republican Party,ORGANIZATION_AGENCY"
"Majority Action,ORGANIZATION_AGENCY"
"Maria Sheffield for Congress,ORGANIZATION_AGENCY"
"Mario Driver US Senate 2014,ORGANIZATION_AGENCY"
"Mark Anderson Campaign,ORGANIZATION_AGENCY"
"Mark Bircher for Congress,ORGANIZATION_AGENCY"
"Mark McKinnon,ORGANIZATION_AGENCY"
"Maryland Democratic Party,ORGANIZATION_AGENCY"
"Matt Goetten for Congress 2012,ORGANIZATION_AGENCY"
"Matt Krause Campaign,ORGANIZATION_AGENCY"
"Michael Levinson for Congress,ORGANIZATION_AGENCY"
"Michael Owen for Congress,ORGANIZATION_AGENCY"
"Michigan Chamber of Commerce,ORGANIZATION_AGENCY"
"Michigan Democratic Central Committee,ORGANIZATION_AGENCY"
"Michigan Democratic Party,ORGANIZATION_AGENCY"
"Michigan Democratic State,ORGANIZATION_AGENCY"
"Michigan Democratic State Central Committee,ORGANIZATION_AGENCY"
"Michigan Peace Action,ORGANIZATION_AGENCY"
"Michigan Republican State Committee,ORGANIZATION_AGENCY"
"Minnesota Democratic Farmer Labor Party,ORGANIZATION_AGENCY"
"Minnesota DFL Party,ORGANIZATION_AGENCY"
"Minuteman PAC,ORGANIZATION_AGENCY"
"Mississippi Democratic Party,ORGANIZATION_AGENCY"
"Mississippi Republican Party Authorized by Carolyn Crawford for House District 121,ORGANIZATION_AGENCY"
"Missouri Democratic Party,ORGANIZATION_AGENCY"
"Missouri Democratic State Committee,ORGANIZATION_AGENCY"
"Missouri Republican Party,ORGANIZATION_AGENCY"
"Missouri Republican State Committee,ORGANIZATION_AGENCY"
"Montana Democratic Party,ORGANIZATION_AGENCY"
"Montana Republican Party,ORGANIZATION_AGENCY"
"Montana Republican State Central Committee,ORGANIZATION_AGENCY"
"Montanans for Common Sense Mining Laws,ORGANIZATION_AGENCY"
"Montgomery County Peace Action,ORGANIZATION_AGENCY"
"Montigel for Congress,ORGANIZATION_AGENCY"
"Move On,ORGANIZATION_AGENCY"
"MoveOn.org Political Action,ORGANIZATION_AGENCY"
"Murray for Congress Committee ,ORGANIZATION_AGENCY"
"Muse for U.S. Senate,ORGANIZATION_AGENCY"
"Nancy Jacobs for Congress,ORGANIZATION_AGENCY"
"Nathan Deal For Governor,ORGANIZATION_AGENCY"
"National Abortion Rights Action League,ORGANIZATION_AGENCY"
"National Association of Realtors PAC,ORGANIZATION_AGENCY"
"National Conservative PAC,ORGANIZATION_AGENCY"
"""National Conservative PAC (Truth Squad, a project of NCPAC)"",ORGANIZATION_AGENCY"
"National Conservative Political Action Committee,ORGANIZATION_AGENCY"
"National Corruption Watch,ORGANIZATION_AGENCY"
"National Education Association,ORGANIZATION_AGENCY"
"National Education Association PAC,ORGANIZATION_AGENCY"
"National Federation of Independent Business,ORGANIZATION_AGENCY"
"National Pro-Life Alliance,ORGANIZATION_AGENCY"
"National Rep Congressional Comm/Rep National Comm,ORGANIZATION_AGENCY"
"National Republican Campaign Committee,ORGANIZATION_AGENCY"
"National Republican Congressional Committee,ORGANIZATION_AGENCY"
"National Republican Party of Louisiana,ORGANIZATION_AGENCY"
"National Republican Senatorial Campaign Committee,ORGANIZATION_AGENCY"
"National Republican Trust PAC,ORGANIZATION_AGENCY"
"National Rifle Association Political Fund,ORGANIZATION_AGENCY"
"National Rifle Association Political Victory Fund,ORGANIZATION_AGENCY"
"National Right to Work Committee,ORGANIZATION_AGENCY"
"Natural Resources Defense Council,ORGANIZATION_AGENCY"
"NEA Fund for Children and Public Education,ORGANIZATION_AGENCY"
"Nebraska Citizen Action,ORGANIZATION_AGENCY"
"Nebraska Democratic Party,ORGANIZATION_AGENCY"
"Nebraska Republican State Central Committee,ORGANIZATION_AGENCY"
"Nevada Democratic Party,ORGANIZATION_AGENCY"
"Nevada Republican Party,ORGANIZATION_AGENCY"
"Nevada Republican Party Central Committee,ORGANIZATION_AGENCY"
"Nevada Republican State Central Committee,ORGANIZATION_AGENCY"
"New Democratic Network,ORGANIZATION_AGENCY"
"New Hampshire Democratic Party,ORGANIZATION_AGENCY"
"New Hampshire Democratic State Committee,ORGANIZATION_AGENCY"
"New Hampshire Peace Action,ORGANIZATION_AGENCY"
"New Hampshire Republican State Committee,ORGANIZATION_AGENCY"
"New Jersey Democratic Party,ORGANIZATION_AGENCY"
"New Jersey Peace Action,ORGANIZATION_AGENCY"
"New Jersey Peacevoter 2000,ORGANIZATION_AGENCY"
"New Jersey Republican Committee,ORGANIZATION_AGENCY"
"New Jersey Republican State Committee,ORGANIZATION_AGENCY"
"New Mexico Democratic Party,ORGANIZATION_AGENCY"
"New York Democratic Party,ORGANIZATION_AGENCY"
"New York Democrats,ORGANIZATION_AGENCY"
"New York Republican State Committee,ORGANIZATION_AGENCY"
"New York State Conservative Party,ORGANIZATION_AGENCY"
"New York State Democratic Committee,ORGANIZATION_AGENCY"
"New York State NARAL,ORGANIZATION_AGENCY"
"News segment from Nevada TV,ORGANIZATION_AGENCY"
"Non-Partisan League,ORGANIZATION_AGENCY"
"North Carolina Democratic Party,ORGANIZATION_AGENCY"
"North Carolina Peace Action,ORGANIZATION_AGENCY"
"North Dakota Democratic Party,ORGANIZATION_AGENCY"
"North Dakota Republican Party,ORGANIZATION_AGENCY"
"NRA-Political Victory Fund,ORGANIZATION_AGENCY"
"NRA-PVF,ORGANIZATION_AGENCY"
"""Nunn for Senate, Inc"",ORGANIZATION_AGENCY"
"O'Donnell for Congress,ORGANIZATION_AGENCY"
"Ohio Democratic Party,ORGANIZATION_AGENCY"
"Ohio Republican Party,ORGANIZATION_AGENCY"
"Ohioans for Jobs and Progress,ORGANIZATION_AGENCY"
"Oklahoma Democratic Party,ORGANIZATION_AGENCY"
"Oklahoma Republican Party,ORGANIZATION_AGENCY"
"Oregon Democratic Party,ORGANIZATION_AGENCY"
"Oregon Democrats,ORGANIZATION_AGENCY"
"Oregon Republican Party,ORGANIZATION_AGENCY"
"Our Country Deserves Better PAC,ORGANIZATION_AGENCY"
"Our Country Deserves Better PAC/ Tea Party Express.org,ORGANIZATION_AGENCY"
"Owens for Congress,ORGANIZATION_AGENCY"
"Paid By The Candidate,ORGANIZATION_AGENCY"
"Paid for by Hal Douglas,ORGANIZATION_AGENCY"
"Paid for by Harris for Senate Club,ORGANIZATION_AGENCY"
"Paid for by Taliaferro for Congress Committee,ORGANIZATION_AGENCY"
"""Paid for by Volunteers for Monroney, Stanley Lee, Treasurer."",ORGANIZATION_AGENCY"
"Paige Kregel for Congress,ORGANIZATION_AGENCY"
"Pantano for North Carolina,ORGANIZATION_AGENCY"
"Pascrell for Congress,ORGANIZATION_AGENCY"
"Patriot Majority,ORGANIZATION_AGENCY"
"Paul Broun for US Senate,ORGANIZATION_AGENCY"
"Paul Sand,ORGANIZATION_AGENCY"
"Peace Action,ORGANIZATION_AGENCY"
"Peace Action Maine,ORGANIZATION_AGENCY"
"Peace Action of New York State,ORGANIZATION_AGENCY"
"Peace Action of the Delaware Valley,ORGANIZATION_AGENCY"
"Peace Action of Washington,ORGANIZATION_AGENCY"
"Pennsylvania Democratic Party,ORGANIZATION_AGENCY"
"Pennsylvania House Democratic Campaign Committee,ORGANIZATION_AGENCY"
"Pennsylvania Voters 2000,ORGANIZATION_AGENCY"
"People for the American Way,ORGANIZATION_AGENCY"
"People Supporting Tom Daschle Committee,ORGANIZATION_AGENCY"
"Peters for Congress,ORGANIZATION_AGENCY"
"Political announcement paid for by Hal Douglas,ORGANIZATION_AGENCY"
"Priscilla Tyson Democrat for Congress,ORGANIZATION_AGENCY"
"Pro-Republican PAC-(Tim Wirth Truth Squad),ORGANIZATION_AGENCY"
"Protect Colorado's Future,ORGANIZATION_AGENCY"
"Public Campaign Action Fund,ORGANIZATION_AGENCY"
"Public Campaign and Campaign for America's Future,ORGANIZATION_AGENCY"
"Raja for Congress,ORGANIZATION_AGENCY"
"Raja Krishnamoorthi for Congress,ORGANIZATION_AGENCY"
"Randy Weber Republican for US Congress,ORGANIZATION_AGENCY"
"Realtors Political Action Committee,ORGANIZATION_AGENCY"
"Re-elect Earl Hillard,ORGANIZATION_AGENCY"
"Reform Voter Project,ORGANIZATION_AGENCY"
"Republican Education Fund,ORGANIZATION_AGENCY"
"Republican Jewish Coalition,ORGANIZATION_AGENCY"
"Republican Leadership Council,ORGANIZATION_AGENCY"
"Republican Main Street Partnership PAC,ORGANIZATION_AGENCY"
"Republican National Committee,ORGANIZATION_AGENCY"
"Republican Party of Arkansas,ORGANIZATION_AGENCY"
"Republican Party of Florida,ORGANIZATION_AGENCY"
"Republican Party of Georgia,ORGANIZATION_AGENCY"
"Republican Party of Iowa,ORGANIZATION_AGENCY"
"Republican Party of Kentucky,ORGANIZATION_AGENCY"
"Republican Party of Louisiana,ORGANIZATION_AGENCY"
"Republican Party of Minnesota,ORGANIZATION_AGENCY"
"Republican Party of New Mexico,ORGANIZATION_AGENCY"
"Republican Party of Oregon,ORGANIZATION_AGENCY"
"Republican Party of Texas,ORGANIZATION_AGENCY"
"Republican Party of Virginia,ORGANIZATION_AGENCY"
"Republican Party of Wisconsin,ORGANIZATION_AGENCY"
"Republican State Central Committee of Colorado,ORGANIZATION_AGENCY"
"Republican State Central Committee of Nevada,ORGANIZATION_AGENCY"
"Republican State Central Committee of South Dakota,ORGANIZATION_AGENCY"
"Republican State Comm. Of Washington,ORGANIZATION_AGENCY"
"Republican State Committee of Delaware,ORGANIZATION_AGENCY"
"Republican State Committee of Oklahoma,ORGANIZATION_AGENCY"
"Republican State Committee of Pennsylvania,ORGANIZATION_AGENCY"
"Republican State Committee of Washington,ORGANIZATION_AGENCY"
"Republicans Who Care,ORGANIZATION_AGENCY"
"Rich Becker,ORGANIZATION_AGENCY"
"Richmond Hill GA Live,ORGANIZATION_AGENCY"
"Right Change,ORGANIZATION_AGENCY"
"Right to Life of Michigan,ORGANIZATION_AGENCY"
"""Rippeon for Congress, Inc."",ORGANIZATION_AGENCY"
"Rob Cornilles for Congress and National Republican Congressional Committee ,ORGANIZATION_AGENCY"
"Rogan for Congress Committee,ORGANIZATION_AGENCY"
"Ruben Kihuen for Congress,ORGANIZATION_AGENCY"
"RUFFPAC The Hillary Project,ORGANIZATION_AGENCY"
"Samantha Anderson,ORGANIZATION_AGENCY"
"Sanford for Congress,ORGANIZATION_AGENCY"
"Save Our Environment,ORGANIZATION_AGENCY"
"Schmidt for Congress,ORGANIZATION_AGENCY"
"Schwartz for Congress,ORGANIZATION_AGENCY"
"SEIU Cope,ORGANIZATION_AGENCY"
"Senate Conservatives Fund,ORGANIZATION_AGENCY"
"Senator Gilbert Baker Re-Elect Committee,ORGANIZATION_AGENCY"
"Service Employees International Union,ORGANIZATION_AGENCY"
"Sessions for Senate,ORGANIZATION_AGENCY"
"Shmuley for Congress,ORGANIZATION_AGENCY"
"Sierra Club,ORGANIZATION_AGENCY"
"Slowinski for Congress,ORGANIZATION_AGENCY"
"Small Business PAC,ORGANIZATION_AGENCY"
"Softer Voices,ORGANIZATION_AGENCY"
"South Carolina Democratic Party,ORGANIZATION_AGENCY"
"South Carolina Republican Party,ORGANIZATION_AGENCY"
"South Dakota Democratic Party,ORGANIZATION_AGENCY"
"South Dakota Republican Party,ORGANIZATION_AGENCY"
"South Dakota Republican State and Central Committee,ORGANIZATION_AGENCY"
"South Dakota Republican State Central Committee,ORGANIZATION_AGENCY"
"South Dakota Republican State Committee,ORGANIZATION_AGENCY"
"Stand with Barry,ORGANIZATION_AGENCY"
"Steve Rothman for New Jersey,ORGANIZATION_AGENCY"
"Steve Waterworth for Congress,ORGANIZATION_AGENCY"
"Stinchfield for Congress,ORGANIZATION_AGENCY"
"Stop Human Cloning,ORGANIZATION_AGENCY"
"Sue's Newsletter,ORGANIZATION_AGENCY"
"Suffolk County Democratic Party,ORGANIZATION_AGENCY"
"Susan B. Anthony,ORGANIZATION_AGENCY"
"Susan Brooks for Congress,ORGANIZATION_AGENCY"
"Swan for America,ORGANIZATION_AGENCY"
"Taxpayers for Common Sense Action,ORGANIZATION_AGENCY"
"Tea Party,ORGANIZATION_AGENCY"
"Tea Party Express,ORGANIZATION_AGENCY"
"Ted Yoho for Congress,ORGANIZATION_AGENCY"
"Tennessee Democratic Party,ORGANIZATION_AGENCY"
"Tennessee Republican Party,ORGANIZATION_AGENCY"
"Terry Bellamy for Congress,ORGANIZATION_AGENCY"
"Texans for Tom Leppert,ORGANIZATION_AGENCY"
"Texas Democratic Party,ORGANIZATION_AGENCY"
"Texas Victory 2002,ORGANIZATION_AGENCY"
"The Campaign for Working Families,ORGANIZATION_AGENCY"
"The Club for Growth,ORGANIZATION_AGENCY"
"The Coalition: Americans Working for Real Change,ORGANIZATION_AGENCY"
"The Friends of Steven Simpson,ORGANIZATION_AGENCY"
"The Lantern Project,ORGANIZATION_AGENCY"
"The League of Conservation Voters,ORGANIZATION_AGENCY"
"The Libertarian Party,ORGANIZATION_AGENCY"
"The Men and Women of the AFL-CIO,ORGANIZATION_AGENCY"
"The Progressive Change Campaign Committee,ORGANIZATION_AGENCY"
"The Republican Party of Iowa,ORGANIZATION_AGENCY"
"The United States Chamber of Commerce,ORGANIZATION_AGENCY"
"The Working Men and Women of the AFL-CIO,ORGANIZATION_AGENCY"
"Tim Ryan for congress,ORGANIZATION_AGENCY"
"Todd Robinson for U.S. Senate Georgia ,ORGANIZATION_AGENCY"
"Tom Reilly Committee,ORGANIZATION_AGENCY"
"Tom Smith for Senate Inc.,ORGANIZATION_AGENCY"
"Trust in Small Business PAC,ORGANIZATION_AGENCY"
"U.S. Chamber of Commerce,ORGANIZATION_AGENCY"
"United Seniors Association,ORGANIZATION_AGENCY"
"United States Chamber Of Commerce,ORGANIZATION_AGENCY"
"Upton for All of Us,ORGANIZATION_AGENCY"
"Utah Democratic Party,ORGANIZATION_AGENCY"
"Veterans for George,ORGANIZATION_AGENCY"
"Vets for Freedom Action Fund,ORGANIZATION_AGENCY"
"Video from Sand Mountain via GoPundit.com,ORGANIZATION_AGENCY"
"VOICE,ORGANIZATION_AGENCY"
"Voters for Choice,ORGANIZATION_AGENCY"
"VoteVets,ORGANIZATION_AGENCY"
"VoteVets.org,ORGANIZATION_AGENCY"
"Wallace for Congress,ORGANIZATION_AGENCY"
"Walorski for Congress,ORGANIZATION_AGENCY"
"Washington Democratic Party,ORGANIZATION_AGENCY"
"Washington State Democratic Central Committee,ORGANIZATION_AGENCY"
"Washington State Republicans,ORGANIZATION_AGENCY"
"Wes Riddle for Congress,ORGANIZATION_AGENCY"
"West Virginia Values,ORGANIZATION_AGENCY"
"Wil Cardon for U.S. Senate,ORGANIZATION_AGENCY"
"William Capps for Senate,ORGANIZATION_AGENCY"
"Wisconsin Democratic Party,ORGANIZATION_AGENCY"
"womenarewatching.org,ORGANIZATION_AGENCY"
"Woodall for Congress,ORGANIZATION_AGENCY"
"Wright McLeod for Congress,ORGANIZATION_AGENCY"
"Wukoson for Congress,ORGANIZATION_AGENCY"
